Pain de mie, au son;278;1160;34,3;6,84;46;5,5;3,53;30;7;-;-;-;1,35;-;-;< 0,5;3,5;-;76,6;1,6;-;-;< 5;423;1,4;-;-;-;-;-;-;-;-;-;1,35;-;-;< 2;-
Pain de mie, multic‚r‚ale;274;1140;34,4;8,81;43,6;5,41;4,42;39,1;5,74;1,15;0,68;< 0,5;1,29;77,6;728;2,6;1,9;6;40,9;1,52;140;157;8;515;1,5;< 2;< 30;< 0,5;3;-;-;< 1;0,2;0,12;4,2;0,55;0,13;52;0,29
Pain au son;256;1070;33,3;8,3;44,4;3,28;2,04;41,8;6,21;0,2;0,16;-;1,65;30,5;-;0,23;2,05;-;54,1;1,64;198;253;< 5;410;1,19;-;-;-;0,2;-;-;-;0,15;0,04;1,93;0,58;0,16;13,1;0,1
Pain de seigle, et froment;239;999;36;5,58;46,3;1,24;1,9;36;8,9;0,2;0,26;0;1,33;22,8;1050;0,19;1,2;< 10;29,6;< 1;169;179;< 5;530;< 1;0;< 50;0;< 0,1;1;-;0,4;0,15;0,08;0,5;0,46;0,12;12;0,13
Pain, sans gluten;261;1100;33,8;2,62;51,8;3,3;4,9;41,1;6,5;1,24;0,98;4,53;1,56;60;778;0,06;0,5;< 20;16;0,19;95;75;< 20;624;0,36;-;7,6;-;0,98;< 0,8;-;38,6;0,045;0,02;0,15;0,4;0,025;10,7;0,059
Pain, baguette, sans sel;280;1170;26,9;8,34;56,5;1,3;8,6;-;2,68;0,3;-;-;0,013;42;-;0,12;-;6;21,3;0,52;-;129;4,7;-;0,75;-;0;-;-;-;-;-;0,069;-;-;-;0,067;23;-
Pain panini;272;1140;30,9;7,66;55,9;1,1;2,3;48,3;2,6;0,22;0,38;3;1,55;22;-;-;0,9;-;29;-;118;148;-;619;-;9;6;traces;0,4;-;-;-;0,1;0,1;0,8;0,4;0,17;39;0,1
Pain pita;259;1080;34,1;7,53;53;0,92;2,18;48;2,68;0,17;0;-;1,38;52,7;982;-;1;< 10;18,1;< 1;84;134;< 5;543;< 1;-;< 50;-;< 0,1;-;-;-;0,11;0,08;2,6;0,49;0,05;21;-
Pain de mie, courant;284;1190;31,8;7,61;50,8;4,35;6,03;43;3,42;1,55;0,85;3,2;1,24;122;812;0,099;1,03;< 10;30,4;0,55;86;150;< 10;495;0,55;0;< 50;0;< 0,1;-;-;0;0,13;0,1;< 0,05;0,46;0,05;20;-
Pain de mie, sans cro–te, pr‚emball‚;253;1060;39,5;7,22;46,1;3,58;9,66;36,5;2,48;1,16;1,41;-;0,96;-;-;-;-;-;-;-;-;-;-;442;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pain de mie brioch‚, pr‚emball‚;321;1340;-;7,92;50,5;8,68;9,33;40,7;2,85;4,25;1,14;-;1,09;-;-;-;-;-;-;-;-;-;-;435;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pain, baguette ou boule, aux c‚r‚ales et graines, artisanal;286;1190;28,2;8,95;49,1;3,9;4,5;39,6;7,7;0,36;0,79;< 0,5;1,55;38,7;984;0,21;1,76;< 10;65,2;0,73;148;273;< 10;621;0,96;< 2;< 50;< 0,5;0,4;-;-;< 0,5;0,1;0,06;< 0,05;0,39;< 0,05;28;0,78
Muffin anglais, complet, petit pain sp‚cial, pr‚emball‚;217;896;45,6;12,5;32,9;1,87;2,13;30,7;7,07;0,2;0,41;-;0,98;-;-;-;-;-;-;-;-;-;-;393;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Muffin anglais, petit pain sp‚cial, pr‚emball‚;228;949;38,4;10,6;39,6;1,88;4,25;35,4;3,18;0,42;0,67;-;1,05;-;-;-;-;-;-;-;-;-;-;418;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Bagel;272;1140;34,3;9,26;47,3;3,98;5,36;-;3,42;1,02;0,18;0;1,08;37,3;-;0,17;1,83;-;36,3;0,84;111;122;-;410;0,95;0;2;0;0,32;1,5;-;0;0,24;0,1;2,3;0,37;0,083;25;0
Pain pour hamburger ou hot dog (bun), pr‚emball‚;293;1220;30,9;9,07;49,7;5,35;5,88;42,7;3,3;0,88;1,53;traces;1,14;89;757;0,13;0,85;< 20;27;0,56;110;140;< 50;453;0,84;-;< 10;-;0,22;2,81;-;< 0,5;0,19;0,03;1;0,37;0,097;13,5;0,036
Pain blanc maison (avec farine pour machine … pain);256;1070;33,9;7,81;52,1;0,9;-;40,4;2,6;0,17;0,083;< 0,7;1,45;21;880;0,09;0,85;18,5;20;0,47;94;130;< 50;578;0,62;-;< 10;-;0,18;< 0,8;-;0,6;0,079;0,04;0,69;0,31;0,082;30,3;-
Pain de campagne maison (avec farine pour machine … pain);240;1000;37,3;7,98;46,7;0,9;-;39,3;5,1;0,18;0,083;< 0,7;1,34;20;899;0,13;1,3;22;34;0,84;130;210;< 50;537;1,1;-;< 10;-;0,26;< 0,8;-;1,33;0,16;0,06;0,64;0,31;0,062;25,6;-
Pain pour hamburger ou hot dog (bun), complet, pr‚emball‚;285;1190;-;8,89;46,3;5,75;5,38;-;4,75;0,55;-;-;1,11;-;-;-;-;-;-;-;-;-;-;413;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tortilla souple (… garnir), … base de ma‹s;309;1300;32,1;8,2;51,2;7,3;1;50,2;3;1,4;-;-;1,25;-;-;-;-;-;-;-;-;-;-;500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tortilla souple (… garnir), … base de bl‚;327;1360;26;8,34;52,1;8,2;1,55;50,6;3,85;3,85;2,67;0,79;1,25;45;219;0,1;0,76;< 20;19;0,4;360;150;< 20;650;0,57;< 21;< 5;-;< 0,08;4,78;-;-;0,11;< 0,01;0,17;0,35;0,027;39,4;-
Blini;260;1090;45,9;5,98;32,7;11,2;3,14;29,3;2,35;3,19;3,31;24,7;1,32;38,9;762;< 0,1;0,6;30;14,2;0,3;116;137;< 5;521;0,45;23;-;< 0,5;2,4;-;-;0;0,11;0,12;0,73;0,35;0,07;33;0,28
Pain grill‚, domestique;338;1420;13,2;9,56;69,4;1,16;3,1;63,3;4,2;0,57;0,24;-;2,12;78,3;1,9;0,11;1,16;< 5;29,1;0,62;122;222;< 10;848;0,63;< 2;0;< 0,5;0,28;-;-;< 0,5;0,18;0,058;1,68;0,25;0,14;42,1;-
Biscotte classique;417;1750;0,3;9,24;77,1;6,53;6,55;66,2;4,86;2,85;1,05;0;1,5;23,4;-;0,14;1,37;9,13;43,2;0,67;153;250;< 10;589;0,79;53;-;0,35;0,77;0;-;0;0,26;0,12;3,05;-;0,23;128;-
Biscotte brioch‚e;417;1740;-;10,9;69;9,28;9,01;59,4;4,85;6,17;-;-;0,99;-;-;-;-;-;-;-;-;-;-;394;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Biscotte sans adjonction de sel;402;1680;4,5;10,4;73,3;5,88;5,67;67,5;5,16;2,63;2,24;0,02;0,046;23,5;-;0,18;1,3;6,3;22,5;0,7;121;161;< 3,35;18,1;7;-;-;-;4,7;-;-;0;0,66;0,22;8,5;-;0,94;94;0
Biscotte multic‚r‚ale;398;1660;5,1;11,8;66,7;7,22;5,4;61,3;7,08;2,51;2,34;0;1,51;39,5;947;< 1;2,3;< 10;57;1,1;233;233;< 5;597;1,5;0;< 50;0;0,66;-;-;0;0,16;0,12;1,6;0,58;0,16;29;0
Biscotte complŠte ou riche en fibres;393;1640;4,2;11,7;67;6,17;4,32;60,8;8,84;2,61;1,17;traces;1,25;40,6;813;< 1;3,1;< 10;115;2;260;350;< 5;492;1,9;-;< 50;-;0,68;-;-;-;0,15;0,13;1,9;0,74;0,14;26;0
Crackers de table au froment;450;1880;-;7,75;75;12;0,4;70,8;4,1;4,5;-;-;1,5;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Galette de riz souffl‚ complet;385;1630;4,8;7,32;80,5;3;0,73;71,7;2,9;0,54;1,17;-;0,18;12;159;0,23;1,1;< 20;160;2,8;410;300;< 20;72,6;1,8;-;-;-;1,01;< 0,8;-;-;0,088;0,02;1,26;0,74;0,18;41,5;-
Galettes multic‚r‚ales souffl‚es;394;1660;2,45;8,43;82,4;2,5;0,98;-;3;0,33;0,64;-;0,23;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pain grill‚, tranches, au froment;403;1690;3,65;9,76;74;6,16;5,28;66,7;4,34;2,49;1,99;traces;1,56;29,3;-;0,18;1,9;4;33,8;0,7;135;175;2;616;-;-;-;-;-;-;-;-;-;-;-;0,1;-;-;0
Pain grill‚ brioch‚, tranch‚, pr‚emball‚;419;1750;4,45;10,6;70,8;9,19;11;59;3,58;4,18;1,44;-;1,03;-;-;-;-;-;-;-;120;-;-;409;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pain grill‚ su‚dois au froment;402;1680;5,5;8,89;68,5;8,25;6,2;56,9;7,3;1,64;3,73;-;1,06;42,2;765;-;1;< 10;23,4;< 1;120;163;< 5;422;< 1;-;< 50;-;0,86;-;-;-;0,2;0,07;1,4;0,52;0,14;21;-
Pain grill‚ su‚dois aux graines de lin;396;1650;-;10,3;63;9;4,67;58,3;9;1,17;-;-;1,57;-;-;-;-;-;-;-;-;-;-;613;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tartine craquante, extrud‚e et grill‚e;379;1590;6,4;9,97;73,7;3,57;6,36;67,3;4,37;0,96;0,77;-;1,43;42,3;871;-;1;< 10;29,8;1;131;254;< 5;576;< 1;-;< 50;-;0,35;-;-;0;0,77;0,8;9,82;0,71;0,8;87;0
Pain grill‚ su‚dois au bl‚ complet;398;1660;5,8;10,5;66,4;8;2;54,8;7;3;2,89;-;1,53;26,8;1020;< 1;1,6;< 10;60,9;1,7;213;284;< 5;610;1,4;-;< 50;-;0,68;-;-;-;0,19;0,11;1,4;0,69;0,25;26;-
Pain grill‚ su‚dois aux fruits;401;1680;6,7;7,98;70,8;8;13;55,5;5,25;3;3,25;-;0,86;-;-;-;-;-;-;-;-;-;-;340;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Pain grill‚, tranches, multic‚r‚ale;412;1720;4;11,1;68,6;8,53;3,68;63;5,95;1,69;3,47;0;1,09;30;-;0,18;9;4;66;0,7;194;300;1,7;437;1,5;0;0;0;1,5;-;-;0;0,2;0,15;1,5;0,1;0,1;57;0
Cro–tons;522;2170;3,05;9,02;52,9;29,4;3,69;-;3,08;5,36;10,8;-;2,08;-;-;0,13;-;6,3;-;0,62;-;-;< 2,2;832;0,71;-;0;-;-;-;-;-;-;-;-;-;-;-;-
Cro–tons … tartiner;374;1560;-;12,3;70;2,85;7,5;62,5;7;1,45;-;-;1,3;-;-;-;-;-;-;-;-;-;-;500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Cro–tons nature, pr‚emball‚s;495;2060;3,6;8,38;59,1;24,1;4;48;2,6;4,3;15,6;-;1,7;27;1080;0,11;1,5;< 20;24;0,57;110;190;< 20;680;0,67;-;-;< 0,25;7,86;2,04;-;-;0,099;0,056;0,22;0,67;0,054;37,1;-
Chapelure;374;1560;7,29;11,6;70;3,77;6,9;56,5;4,5;0,94;0,97;0;1,82;72,8;1250;< 0,1;1,8;< 10;55,5;1,2;196;270;< 5;728;1,5;-;< 50;0;0,2;0;-;-;0,2;0,09;1;0,71;0,12;22;0
Gressins;433;1800;2,48;12,7;65,3;11,8;2,06;56,2;5,16;2,78;2,94;-;1,8;48;1210;0,25;1,2;20;66,3;0,36;188;213;< 5;715;1,4;-;-;-;3;-;-;7;0,42;0,082;1,83;0,47;0,6;70;0,26
Cro–ton … l'ail aux fines herbes ou aux oignons, pr‚emball‚;492;2060;3,4;8,81;58,9;24,1;11,8;46,1;2;2,24;16,8;-;2,44;31;1460;0,11;1,1;< 20;27;0,58;110;200;< 20;976;0,67;-;-;< 0,25;10,1;8,15;-;-;0,071;0,065;< 0,1;0,63;0,063;57,1;-
Pain brioch‚ ou viennois;356;1480;20,3;9,76;55,5;9,38;6,9;39,1;3,3;5,22;3,15;42,4;1,31;42,5;915;-;1;< 10;21,5;0,45;122;163;< 5;525;0,75;24;63;< 0,2;0,37;-;-;-;0,1;0,22;1,3;0,52;0,11;44;1,7
Viennoiserie (aliment moyen);380;1590;22,4;7,64;49,5;16,2;12,9;33,6;2,68;8,52;4,44;66;1,05;38,4;678;0,18;1,38;11,5;22,3;0,42;97,3;153;14,2;415;0,65;66,6;122;0,25;1,59;;;;0,12;0,092;0,63;0,44;0,06;51,1;0,32
Croissant, sans pr‚cision;375;1560;29,2;6,65;40,4;20;8,83;31,6;2,32;11,6;4,75;26,5;1,1;33,6;-;0,075;0,8;5,9;22,4;0,34;91;172;< 10;450;0,53;-;70;1,5;1,1;-;-;0;0,13;0,11;-;-;0,051;56;0
Croissant ordinaire, artisanal;433;1790;20,5;7,38;39,6;25,8;4,66;34,9;5,1;12,4;6,93;25,2;1,37;31;832;0,15;0,7;45;14,6;0,3;69;145;< 50;501;0,5;28;73;< 0,5;1,7;-;-;0,04;0,092;0,084;1,15;0,43;0,17;39;traces
Croissant au beurre, artisanal;424;1760;19,9;7,1;43,2;23,3;5,6;36,5;4,9;17,4;3,89;77,4;1,26;46,8;762;0,083;0,8;40;18,2;0,39;66;147;< 3,6;462;0,65;197;97;0,73;0,84;1,8;-;0,2;0,1;0,1;1,17;0,42;0,17;45;0,12
Croissant aux amandes, artisanal;446;1850;22,1;7,62;35,9;29,1;14,1;21,7;3,7;14,9;10,4;78,5;0,79;55,7;-;0,21;1,1;8,12;36,6;0,43;116;174;2,48;317;0,76;111;64,3;0,44;4,02;-;-;0,044;0,093;0,15;0,89;0,46;0,13;35,6;0,12
Pain au lait, artisanal;438;1820;16,8;8,49;49,3;21,5;8,6;40,7;5,3;11;5,67;58;1,14;37,1;791;0,11;1,1;< 10;20,3;< 1;114;171;< 5;456;< 1;44;< 50;< 0,2;1,2;-;-;0;0,07;0,13;0,46;0,57;0,17;46;0,82
Pain au lait, pr‚emball‚;354;1490;22,3;8,52;54,2;10,9;12,4;41,4;2,53;5,57;3,09;106;1,07;41,6;725;< 1;< 1;< 10;19,2;< 1;101;142;19,4;428;< 1;48,5;< 50;< 0,2;1,2;-;-;-;0,16;0,12;0,24;0,6;< 0,05;98,1;0,51
Pain au lait aux p‚pites de chocolat, pr‚emball‚;369;1550;21,8;8,51;52;13,5;18;31,3;2,72;6,32;4,93;49,2;0,93;60;622;0,16;2;< 20;28;0,46;120;180;< 20;371;0,9;< 21;76,4;< 0,25;2,3;6,92;-;< 0,5;0,17;0,12;0,48;0,61;0,059;22,9;0,29
Pain aux raisins (viennoiserie);333;1390;25,8;5,11;55,9;9;18,7;26;2,8;4,1;2,94;43;0,71;32,1;0,5;< 1;0,77;< 10;18,6;< 1;100;278;9,7;280;< 1;36;< 50;< 0,2;0,97;-;-;0;0,07;0,18;< 0,05;0,63;0,08;132;0,54
Pain au chocolat feuillet‚, artisanal;426;1770;19,7;6,38;47,5;22,7;12,5;26,7;2,1;-;-;16;1,18;57,7;752;0,18;3,48;< 10;38,5;0,4;83;240;< 10;470;0,7;0;114;0,1;2;-;-;-;< 0,05;0,09;1;0,42;0,06;36;-
Pain au chocolat, pr‚emball‚;428;1780;18,6;6,46;48;22,4;12,1;32,3;3,13;14,7;5,36;67;0,88;41;572;0,19;2,7;< 20;30;0,49;86;160;< 20;348;0,72;88,2;392;< 0,25;2,12;6,13;-;-;0,16;0,044;0,9;0,22;0,041;73,9;0,17
Brioche aux p‚pites de chocolat;363;1520;24,7;8,16;48,3;14,6;14,1;34,3;2,88;6,69;5,01;22;0,84;42,6;-;-;2,25;-;31,9;-;-;201;-;339;0,9;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Brioche fourr‚e au chocolat;351;1480;24,4;7,47;53,2;11,6;21,1;31,1;2,17;6,82;2,77;-;0,86;-;-;-;-;-;-;-;-;-;-;353;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Brioche fourr‚e aux fruits;346;1450;25,5;6,9;50,5;12,1;18,4;24,2;3,8;7,2;3,16;-;1;14,7;-;-;-;-;-;-;-;-;-;400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Brioche fourr‚e crŠme pƒtissiŠre (type ""chinois""), pr‚emball‚e";300;1270;-;6,22;49,2;8,41;20,7;20,5;1,5;4,93;-;-;0,68;-;-;-;-;-;-;-;-;-;-;274;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Brioche, pr‚emball‚e;355;1490;23,4;8,12;53,2;11,7;13,3;36,1;2,14;5,96;3,73;71,5;1,01;26;694;0,07;0,93;< 20;17;0,4;92;120;< 50;403;0,68;86,1;135;< 0,5;1,24;3,22;-;< 0,5;0,13;0,07;0,43;0,34;0,039;33,5;0,27
Brioche, sans pr‚cision;401;1680;21,5;11,3;46;19,1;5,7;32,2;< 0,5;7,84;3,18;109;1,13;41,2;1,5;0,12;1,65;31,8;19,7;0,44;138;178;4,13;451;0,76;83,5;240;< 0,5;2,04;-;-;< 0,5;0,11;0,2;1,42;0,92;0,12;53;0,32
Brioche, de boulangerie traditionnelle;374;1570;21,4;9,81;49,2;14,7;-;38;3;8,51;4,92;99;1,47;30;809;0,082;1,15;10;25,5;0,35;140;198;< 10;590;0,68;63;58;< 0,2;1,2;-;-;-;0,05;0,17;0,87;0,67;0,09;42;0,53
Couronne de No‰l (Brioche) aux fruits confits, pr‚emball‚e;355;1490;25;7,2;53,3;12,3;19,6;-;1,35;5,83;4,49;-;0,89;-;-;-;-;-;-;-;-;-;-;354;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Brioche pur beurre;366;1540;24;8;51,6;14;13,4;26,2;1,1;8,69;3,37;105;0,96;30;667;0,08;0,85;< 20;19;0,41;96;110;< 20;384;0,72;105;132;< 0,25;0,49;1,52;-;< 0,5;0,14;0,068;< 0,1;0,43;0,052;48,4;0,22
Chouquette;381;1590;23,5;7,76;42,6;18,6;27,1;15,5;6,1;9,89;5,19;191;1,08;36;697;< 1;1,6;< 10;13,9;< 1;113;107;16;433;< 1;150;< 50;< 0,2;2,4;24,5;-;0;< 0,05;0,19;0,2;0,58;0,07;78,9;1,1
Chausson aux pommes;338;1410;36,2;4,17;36,6;18,7;11,2;25,2;3,1;10,3;3,92;45,6;0,87;33;-;0,066;0,7;7,24;10;0,18;150;110;1,3;340;0,3;99;63,6;0,34;1,21;-;-;5,72;0,083;0,013;0,69;0,078;0,05;4,3;0
Flocons d'avoine, bouillis/cuits … l'eau;75,3;314;-;2,49;11,9;1,52;0,27;11,6;1,7;0,31;0,44;0;0,01;9;-;0,074;0,9;0,3;27;0,58;77;70;-;4;1;0;0;0;0,08;0,3;-;0;0,076;0,016;0,23;0,31;0,005;6;0
Grains de bl‚ souffl‚s au miel ou caramel, enrichis en vitamines et min‚raux;384;1630;2,8;7,95;80,4;2,31;38,1;41;4,83;0,73;0,76;0;0,064;276;50;0,17;7,15;8;32,6;0,73;214;192;< 3,35;25,3;0,84;0;-;4,2;10,7;-;-;-;1,05;1,29;14,5;5,27;1,44;174;1,7
C‚r‚ales pour petit d‚jeuner chocolat‚es, non fourr‚es, enrichies en vitamines et min‚raux;392;1660;2,83;7,41;78,3;4,28;33,1;45,2;5,24;1,96;1,43;0;0,52;340;298;0,2;8,23;8;30,6;0,47;141;402;< 2,2;205;0,7;1320;0;1,7;0,11;0,6;-;59,6;0,98;1,21;13,6;4,86;1,31;165;1,72
C‚r‚ales pour petit d‚jeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et min‚raux;360;1510;3,57;11,5;59,3;4,42;22,1;36,5;18,3;1,91;0,65;0;1,27;37,5;-;4,98;8,21;5;146;-;317;500;9,93;503;4;-;-;2,8;10;-;-;45,5;1,05;1,26;14,2;5,08;1,44;196;1,47
C‚r‚ales pour petit d‚jeuner (aliment moyen);399;1690;3,14;7,99;76,3;5,82;26,3;47,5;4,83;2,37;1,82;0,78;0,82;231;448;0,38;7,03;24;53,1;1;178;304;5,3;324;1,36;221;0,91;1,2;5,25;;;39,5;0,86;1,05;12,1;4,64;1,14;153;1,79
Muesli (aliment moyen);424;1780;4,34;7,4;67,9;12,3;25,8;39,2;6,03;5,18;4,42;1,81;0,78;75,8;;0,39;5,58;74,2;78,9;2,12;241;419;8,38;307;2,05;1,26;0,76;0,16;1,77;;;4,23;0,73;0,89;10;5,82;1,03;170;1,11
P‚tales de ma‹s natures, enrichis en vitamines et min‚raux;377;1600;2,98;7,4;83,2;0,87;9,53;73,7;3,48;0,28;0,16;0;1,64;124;1040;0,031;7,21;0,9;21,7;0,14;54;131;< 10;660;0,36;0;-;4,2;0,14;0,3;-;0;1,06;1,33;15;5,51;1,42;182;1,95
Riz souffl‚ nature, enrichi en vitamines et min‚raux;391;1660;1,47;6,66;87;1,5;8;77;1;0,3;0,56;-;1,15;9,5;-;< 0,1;8;2;25,3;0,7;150;170;7,33;450;7;-;-;< 0,5;0,16;-;-;-;1,2;1,3;14,9;0,64;1,7;166;0,83
C‚r‚ales pour petit d‚jeuner riches en fibres, au chocolat, enrichies en vitamines et min‚raux;386;1610;-;10,7;64;6,75;19,3;44,7;11,5;3,5;2,21;-;0,78;-;-;-;6,6;-;-;-;-;-;-;310;-;-;-;2,8;-;-;-;-;0,9;1,05;12;5;1,25;196;1,1
P‚tales de bl‚ chocolat‚s, enrichis en vitamines et min‚raux;388;1640;2,03;9,04;77,7;3,24;29,9;47,8;6,01;1,49;0,98;0;0,56;228;332;0,2;7,24;5;55;0,7;130;506;12;216;1;0;0;1,7;10;-;-;68;1,06;1,29;14,5;5,24;1,44;174;1,67
P‚tales de bl‚ chocolat‚s (non enrichis en vitamines et min‚raux);388;1640;2,1;8,48;80,1;2,64;30,3;39,2;4,93;1,4;0,63;1,02;0,64;25;264;0,4;5,6;< 20;80;1,5;200;450;< 20;260;1,4;< 21;< 5;< 0,25;0,56;< 0,8;-;< 0,5;0,13;0,03;2,5;0,51;0,065;22,4;2,31
Riz souffl‚ chocolat‚ (non enrichi en vitamines et min‚raux);388;1640;2,8;6,01;84,2;2,2;32,5;45,7;3,06;0,91;0,67;1,41;0,94;26;451;0,4;3,3;< 20;61;0,83;140;370;< 20;375;1,2;< 21;< 5;< 0,25;0,36;< 0,8;-;< 0,5;0,058;0,06;2,23;0,63;0,074;27,8;-
C‚r‚ales chocolat‚es pour petit d‚jeuner, non fourr‚es, (non enrichies en vitamines et min‚raux);386;1630;-;7,73;79,6;2,93;31,2;-;5,24;1,21;0,59;-;0,41;-;-;-;7;-;-;-;-;-;-;159;-;-;-;-;-;-;-;68;0,9;1,2;13,3;5,03;1,2;166;2,1
P‚tales de ma‹s natures (non enrichis en vitamines et min‚raux);380;1610;-;8,14;82,8;1,05;5,43;-;3,36;0,3;-;-;2,15;-;-;-;-;-;-;-;-;-;-;857;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C‚r‚ales pour petit d‚jeuner fourr‚es au chocolat ou chocolat-noisettes, enrichies en vitamines et min‚raux;442;1860;2,67;7,44;68,5;14,2;31,5;37;5,1;4,75;4,2;3;0,71;242;-;0,28;7,19;40;57,7;0,6;204;344;2;281;1,4;0;0;1,7;9,64;-;-;57,5;0,94;1,21;13,4;5,4;1,27;164;1,85
C‚r‚ales pour petit d‚jeuner fourr‚es au chocolat ou chocolat-noisettes;442;1860;-;7,33;67,2;14,8;34,3;-;5,3;3,03;4,27;-;0,46;-;-;-;8,07;-;-;-;-;-;-;183;-;-;-;-;9,4;-;-;-;0,97;1,17;14,2;4,4;1,3;161;1,58
C‚r‚ales pour petit d‚jeuner fourr‚es, fourrage autre que chocolat, enrichies en vitamines et min‚raux;419;1760;8,6;8,42;64,7;13,3;31,2;-;3,32;5,52;1,67;1;0,77;266;-;0,34;7;7;20;1,38;272;270;3;313;1,4;0;0;traces;10;-;-;0;0,95;1,22;13,6;5;1,28;167;1,89
"C‚r‚ales pour petit d‚jeuner ""‚quilibre"" nature ou au miel, enrichies en vitamines et min‚raux";382;1620;2,6;11,4;78,6;1,65;17,2;57,5;3,36;0,54;0,33;0;1,25;530;685;-;10,6;5;47,5;-;180;223;-;497;1,5;-;-;traces;11;-;-;88,9;1,41;1,73;19,5;6,98;1,89;233;2,3
"C‚r‚ales pour petit d‚jeuner ""‚quilibre"" au chocolat, enrichies en vitamines et min‚raux";404;1710;2,8;9,99;75,1;6,14;24,6;48,7;4,19;3,53;1,6;traces;0,96;361;580;0,34;7,75;40;60;0,6;169;235;2;379;1,5;0;0;traces;10,8;-;-;69,6;1,07;1,35;15,2;5,46;1,43;185;1,98
"C‚r‚ales pour petit d‚jeuner ""‚quilibre"" aux fruits, enrichies en vitamines et min‚raux";378;1600;3;10,5;77,9;1,74;20,6;54,7;4,4;0,57;0,3;traces;1,06;354;-;-;10,6;20;58,3;1,6;170;237;27,8;424;1,5;0;-;traces;10,1;-;-;77,4;1,25;1,52;17,2;5,79;1,67;205;2,03
"C‚r‚ales pour petit d‚jeuner ""‚quilibre"" aux fruits secs (… coque), enrichis en vitamines et min‚raux";394;1650;-;8,91;75,5;4,93;23,7;50;4,33;0,83;-;-;1;405;-;-;10,2;-;-;-;-;-;-;400;-;-;-;-;-;-;-;75,8;1,06;1,34;15,2;4,55;1,34;190;2,36
"C‚r‚ales pour petit d‚jeuner ""‚quilibre"" au chocolat (non enrichies en vitamines et min‚raux)";411;1730;2,5;10,3;74,6;7,01;22,9;43,2;4,06;4,07;2,29;2,35;1,03;24;555;0,4;6;< 20;45;1,2;166;250;< 20;414;1,3;< 21;< 5;0,49;0,57;< 0,8;-;40,8;0,46;0,69;9,18;0,51;0,63;97,4;-
"C‚r‚ales pour petit d‚jeuner ""‚quilibre"" aux fruits (non enrichies en vitamines et min‚raux)";378;1600;3,1;10,5;78,7;1,4;19;54,3;4,32;0,32;0,2;1,38;1,24;30;648;0,24;7,3;< 20;63;1,8;170;380;< 20;496;1,5;< 21;23,8;< 0,25;0,91;< 0,8;-;74;0,74;1,16;13;0,39;0,94;68,1;-
"C‚r‚ales pour petit d‚jeuner ""‚quilibre"" nature (non enrichies en vitamines et min‚raux)";379;1610;-;11,3;79;1,25;15,4;-;3,45;0,39;-;-;1,18;-;-;-;7;-;-;-;174;-;-;475;-;-;-;-;12;-;-;-;1,1;1,4;16;6;1,4;200;2,5
C‚r‚ales pour petit d‚jeuner, enrichies en vitamines et min‚raux (aliment moyen);405;1710;2,99;7,86;76;6,77;25,7;48,9;4,42;2,77;2,09;0,88;0,96;258;;0,42;7,31;29,5;50,4;0,92;172;263;5,24;380;1,42;0,15;0;1,33;7,17;;;42,9;0,99;1,23;13,9;5,48;1,33;177;1,76
C‚r‚ales pour petit d‚jeuner, non enrichies en vitamines et min‚raux (aliment moyen);389;1640;2,36;8,2;79,1;3,32;28,5;40,4;4,83;1,51;1,01;1,14;0,67;43,9;314;0,39;5,82;11,9;75;1,4;192;416;10;270;1,37;10,5;4,44;0,14;1,42;0,67;;21,3;0,4;0,47;6,57;2,09;0,48;76,3;2,25
P‚tales de ma‹s glac‚s au sucre (non enrichis en vitamines et min‚raux);379;1610;-;4,4;88;0,6;29,6;-;1,9;0,1;-;-;1,14;-;-;-;-;-;-;-;-;-;-;450;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et min‚raux);436;1830;4,3;8,88;59,7;16,7;21,7;31,2;8,68;6,61;7,17;0,9;0,34;340;255;0,32;6,07;44;102;2,2;277;390;< 20;136;1,8;< 21;10,5;< 0,25;2,33;5,32;-;66,7;0,7;1,17;13,3;5;1,17;167;2,08
